URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
B0_592,59,11,utf-8,None,12965.0,US,FL,24/01/2001 0:00,24/01/2017 0:00,48,9,12,3796,52,51,37621,4118,52,4.0,0
B0_600,59,13,us-ascii,Microsoft-IIS/7.5,324.0,US,Missouri,23/05/1997 0:00,15/04/2015 0:00,10,0,3,1170,16,14,1324,1584,16,6.0,0
B0_674,59,12,utf-8,nginx,162.0,BS,New Providence,6/11/2007 0:00,1/10/2016 0:00,22,12,5,3142,30,24,7684,3746,30,8.0,0
B0_718,59,11,ISO-8859-1,Apache/2.2.22 (Ubuntu),125.0,US,Oregon,21/11/1997 0:00,5/03/2017 0:00,38,4,10,3936,44,46,29443,4404,44,6.0,0
B0_779,59,12,ISO-8859-1,nginx,1511.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_802,59,11,ISO-8859-1,Apache,5290.0,US,FL,24/04/1999 0:00,23/02/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_93,59,10,utf-8,Microsoft-IIS/8.5,19867.0,None,None,16/06/1996 0:00,28/03/2016 0:00,21,12,3,3104,29,23,8857,3696,29,8.0,0
B0_119,60,11,iso-8859-1,Apache,198.0,HK,None,1/09/2016 0:00,2/09/2016 0:00,3,1,2,238,5,7,654,394,5,2.0,0
B0_1211,60,11,ISO-8859-1,None,1973.0,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_1297,60,11,iso-8859-1,Apache,243.0,US,UT,16/05/1995 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1400,60,11,us-ascii,Microsoft-HTTPAPI/2.0,324.0,CH,None,9/08/1995 0:00,4/08/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2035,60,10,utf-8,Cowboy,21666.0,US,CA,15/04/2010 0:00,11/04/2017 0:00,9,7,7,762,9,10,640,762,9,0.0,0
B0_2108,60,10,UTF-8,Apache/2.2.22 (Debian),8774.0,KR,None,4/12/2014 0:00,16/11/2016 0:00,6,6,3,540,6,9,617,540,6,0.0,0
B0_2168,60,13,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,1,1,1,202,1,4,250,202,1,0.0,0
B0_2292,60,11,UTF-8,nginx/1.2.1,2544.0,None,None,16/07/1998 16:08,None,4,2,3,408,4,4,250,408,4,0.0,0
B0_447,60,9,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,PA,5/06/2003 0:00,26/11/2014 0:00,5,0,1,622,7,7,9159,812,7,2.0,0
B0_627,60,11,UTF-8,Apache,40582.0,US,ny,20/05/1996 0:00,19/04/2017 0:00,101,4,15,7002,107,79,172138,7422,107,6.0,0
B0_662,60,11,utf-8,None,19671.0,US,CA,14/10/2001 0:00,18/12/2016 0:00,45,0,3,4192,53,54,62498,4834,53,8.0,0
B0_953,60,9,utf-8,Apache/2.2.14 (Unix) mod_ssl/2.2.14 OpenSSL/0.9.8a,824.0,US,OH,13/08/2003 0:00,14/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_56,61,12,ISO-8859-1,Apache,526.0,DE,None,10/09/2003 0:00,11/09/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,1
B0_1113,61,10,us-ascii,Microsoft-IIS/7.5,324.0,US,AZ,9/04/2008 0:00,10/04/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1189,61,12,ISO-8859-1,Apache/2.4.7 (Ubuntu),4576.0,US,FL,25/10/2002 0:00,28/03/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1231,61,12,UTF-8,Apache/2.2.15 (Red Hat),39198.0,None,None,16/10/2000 0:00,25/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1366,61,10,ISO-8859-1,Apache,6473.0,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_1409,61,9,ISO-8859-1,Microsoft-IIS/7.5,11.0,US,WA,13/09/2000 0:00,29/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_157,61,11,ISO-8859-1,Apache/2.4.10 (Ubuntu),11780.0,US,WA,20/01/1998 0:00,6/03/2017 0:00,20,1,5,1930,28,24,8029,2610,28,8.0,0
B0_2012,61,12,ISO-8859-1,nginx,1522.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,4,3,2,432,4,6,376,432,4,0.0,0
B0_2200,61,11,us-ascii,None,257.0,US,WA,22/03/1999 0:00,15/07/2016 0:00,4,3,2,432,4,4,244,432,4,0.0,0
B0_2287,61,11,us-ascii,None,257.0,US,WA,22/03/1999 0:00,15/07/2016 0:00,10,5,7,792,10,15,971,792,10,0.0,0
B0_240,61,11,utf-8,Apache,8864.0,None,None,27/05/1997 0:00,28/04/2017 0:00,26,18,4,3798,34,36,18719,4444,34,8.0,0
B0_272,61,13,ISO-8859-1,Apache,267.0,US,NY,13/03/2000 0:00,10/02/2016 0:00,7,1,3,743,11,13,1520,1033,11,4.0,0
B0_924,61,14,utf-8,Microsoft-IIS/7.5,25090.0,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_973,61,10,ISO-8859-1,nginx/1.12.0,4347.0,US,CO,16/12/2004 0:00,9/09/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_106,62,13,ISO-8859-1,Apache,6567.0,US,FL,24/04/1999 0:00,23/02/2015 0:00,8,0,2,1089,14,13,1977,1601,14,6.0,0
B0_1171,62,13,ISO-8859-1,Apache,6567.0,US,FL,24/04/1999 0:00,23/02/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1212,62,12,ISO-8859-1,Apache,20986.0,US,NY,30/12/2002 0:00,9/04/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1327,62,13,UTF-8,Apache,12440.0,CA,Ontario,4/06/2010 0:00,7/04/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1330,62,10,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,245.0,US,Missouri,11/10/2005 0:00,19/09/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1379,62,9,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,PA,25/10/2003 0:00,26/11/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_383,62,11,utf-8,AmazonS3,382.0,None,None,13/07/2001 0:00,26/04/2015 0:00,21,5,7,1810,25,21,2519,2102,25,4.0,0
B0_743,62,11,UTF-8,Apache/2.2.3 (CentOS),2192.0,IN,MAHARASHTR,22/12/2003 0:00,4/03/2017 0:00,32,8,11,2772,38,37,32655,3258,38,6.0,0
B0_788,62,11,us-ascii,Microsoft-IIS/7.5,324.0,US,California,26/09/2003 0:00,17/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_917,62,12,UTF-8,GSE,9285.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1000,63,12,utf-8,Apache/2.2.15 (CentOS),7221.0,US,CA,13/08/2002 0:00,14/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1182,63,11,UTF-8,mw2257.codfw.wmnet,14506.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0.0,0
B0_204,63,11,us-ascii,Microsoft-HTTPAPI/2.0,324.0,None,None,None,None,67,32,17,6011,73,42,28050,6453,73,6.0,0
B0_2154,63,10,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,WA,3/12/1996 0:00,23/02/2017 0:00,3,3,1,366,3,4,244,366,3,0.0,0
B0_2276,63,9,iso-8859-1,Apache/2,345.0,None,None,9/02/2005 0:00,11/12/2015 0:00,4,2,2,408,4,7,448,408,4,0.0,0
B0_380,63,12,us-ascii,Microsoft-HTTPAPI/2.0,1853.0,None,None,27/03/1998 0:00,15/10/2016 0:00,104,0,2,7535,106,124,204971,7683,106,2.0,0
B0_497,63,11,ISO-8859-1,Apache,3475.0,US,OH,20/03/2002 0:00,18/02/2017 0:00,31,5,6,2293,33,24,17664,2459,33,2.0,0
B0_52,63,11,utf-8,DMS/1.0.42,42913.0,FR,None,15/03/2005 0:00,28/06/2016 0:00,44,5,9,3414,48,46,47213,3722,48,4.0,0
B0_547,63,13,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,UT,16/05/1995 0:00,21/10/2016 0:00,32,20,13,3967,38,44,23969,4429,38,6.0,0
B0_7,63,10,UTF-8,Apache,18235.0,US,WA,10/10/2006 0:00,7/03/2017 0:00,4,1,2,583,6,8,737,735,6,2.0,0
B0_722,63,10,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,PA,5/06/2003 0:00,26/11/2014 0:00,35,19,11,3472,41,33,24847,3944,41,6.0,0
B0_757,63,14,iso-8859-1,Apache/2.0.52 (Red Hat),320.0,None,None,None,None,188,25,9,14064,194,217,298694,14522,194,6.0,0
B0_771,63,11,ISO-8859-1,Apache,5858.0,None,None,None,None,19,10,1,3181,25,25,16286,3605,25,6.0,0
B0_1267,64,11,UTF-8,nginx/1.8.1,9418.0,UK,None,3/06/1993 0:00,2/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1320,64,13,ISO-8859-1,Apache,19111.0,US,NY,30/12/2002 0:00,9/04/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_323,64,11,ISO-8859-1,Apache,9498.0,GB,MIDDLESEX,27/04/2007 0:00,20/04/2017 0:00,10,1,3,1256,14,16,1909,1580,14,4.0,0
B0_657,64,10,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,WA,3/12/1996 0:00,23/02/2017 0:00,26,6,5,3201,30,29,20250,3517,30,4.0,0
B0_78,64,13,us-ascii,Microsoft-IIS/7.5,324.0,NO,Rogaland,7/04/2006 10:47,19/04/2017 12:59,16,1,5,1910,24,24,3124,2552,24,8.0,0
B0_844,64,13,UTF-8,Application-Server,32344.0,US,TX,30/03/1994 0:00,27/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_983,64,11,ISO-8859-1,None,34.0,US,FL,16/09/1996 0:00,15/09/2011 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1003,65,11,ISO-8859-1,Microsoft-IIS/7.0,3830.0,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_1367,65,11,ISO-8859-1,Apache,36377.0,US,NY,8/05/1996 0:00,27/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_449,65,11,ISO-8859-1,Apache/2.2.15 (Red Hat),12339.0,None,None,11/10/2000 0:00,12/12/2016 0:00,18,8,7,1634,22,23,14294,1922,22,4.0,0
B0_538,65,13,iso-8859-1,Apache/2.2.15 (Red Hat),330.0,None,None,None,None,30,2,9,2510,34,34,34105,2810,34,4.0,0
B0_825,65,11,iso-8859-1,Apache,245.0,US,UT,16/05/1995 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_929,65,11,UTF-8,nginx/1.10.3,40035.0,US,NY,28/01/2006 0:00,30/12/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_85,66,14,UTF-8,Apache,58.0,US,MA,9/10/2014 0:00,10/10/2016 0:00,15,1,7,1863,19,18,7303,2175,19,4.0,1
B0_1018,66,13,UTF-8,Apache/2.2.3 (CentOS),14750.0,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_31,66,12,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,251.0,None,None,29/08/2001 0:00,26/04/2015 0:00,11,1,7,1012,15,15,1806,1316,15,4.0,0
B0_933,66,11,iso-8859-1,Apache,241.0,US,DC,8/02/1996 0:00,21/05/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_969,66,15,ISO-8859-1,Apache,36571.0,None,None,2/10/2001 13:00,15/09/2014 7:40,0,0,0,0,0,0,0,0,0,0.0,0
B0_1248,67,9,ISO-8859-1,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4,4440.0,US,Arizona,16/09/2004 0:00,28/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_198,67,9,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,PA,5/06/2003 0:00,26/11/2014 0:00,27,9,5,3471,33,32,23243,3967,33,6.0,0
B0_2057,67,9,iso-8859-1,Apache,355.0,None,None,15/07/1999 0:00,15/05/2016 0:00,7,5,4,606,7,7,473,606,7,0.0,0
B0_2120,67,10,UTF-8,nginx/1.12.0,3640.0,US,Kansas,7/03/2000 0:00,31/01/2017 0:00,12,3,7,960,12,11,706,960,12,0.0,0
B0_2298,67,13,iso-8859-1,Apache,317.0,US,California,28/07/2007 0:00,21/09/2015 0:00,8,6,6,696,8,9,574,696,8,0.0,0
B0_339,67,12,ISO-8859-1,Apache,197.0,US,FL,10/02/2000 0:00,28/02/2017 0:00,9,1,3,1283,13,14,1697,1631,13,4.0,0
B0_440,67,12,ISO-8859-1,Apache,15742.0,US,NY,30/12/2002 0:00,9/04/2014 0:00,16,6,6,2135,20,22,3485,2443,20,4.0,0
B0_513,67,14,UTF-8,mw2177.codfw.wmnet,4710.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,59,43,15,7723,67,60,37516,8331,67,8.0,0
B0_643,67,11,utf-8,Apache,26117.0,US,CO,19/07/2004 14:56,1/02/2017 5:28,16,9,5,2381,20,24,5596,2675,20,4.0,0
B0_1235,68,13,UTF-8,nginx/1.8.1,13340.0,CA,Ontario,18/01/2008 0:00,5/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1386,68,12,ISO-8859-1,Oracle-iPlanet-Web-Server/7.0,3257.0,None,None,13/10/2000 0:00,27/04/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_148,68,11,utf-8,lighttpd/1.4.28,6795.0,SE,None,24/09/2009 0:00,1/03/2017 0:00,20,7,9,1620,22,23,9227,1804,22,2.0,0
B0_27,68,14,UTF-8,Apache,12606.0,US,NY,2/01/2001 0:00,31/05/2016 0:00,23,9,8,2317,27,28,3635,2633,27,4.0,0
B0_684,68,12,UTF-8,mw2197.codfw.wmnet,12503.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,40,34,3,6020,48,45,37704,6628,48,8.0,0
M0_178,69,13,UTF-8,Apache,194.0,US,PA,16/11/2016 0:00,16/11/2016 0:00,10,0,4,903,14,12,1489,1205,14,4.0,1
B0_1077,69,14,UTF-8,GSE,3933.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1098,69,13,UTF-8,nginx/1.12.0,13920.0,CA,ONTARIO,13/05/2011 0:00,13/05/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_115,69,13,iso-8859-1,Apache/2.2.31 (FreeBSD) PHP/5.4.15 mod_ssl/2.2.31 OpenSSL/1.0.2d DAV/2,248.0,None,None,18/10/2000 0:00,30/10/2016 0:00,19,6,10,1483,23,21,2073,1775,23,4.0,0
B0_1194,69,12,ISO-8859-1,nginx,1500.0,US,Ohio,26/05/1998 0:00,4/05/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1273,69,11,UTF-8,nginx/1.8.1,12564.0,UK,None,3/06/1993 0:00,2/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_459,69,12,iso-8859-1,Apache,360.0,Cyprus,None,5/11/2007 0:00,22/02/2017 0:00,23,1,10,1783,27,26,18427,2095,27,4.0,0
B0_955,69,14,UTF-8,GSE,33493.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1016,70,15,utf-8,Apache,61974.0,US,MO,20/05/1996 0:00,24/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1045,70,13,ISO-8859-1,Microsoft-IIS/8.5,65423.0,CA,ON,10/03/1998 0:00,24/02/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1057,70,15,us-ascii,Microsoft-HTTPAPI/2.0,324.0,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_1155,70,14,iso-8859-1,Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/1.0.1e-fips DAV/2 mod_bwlimited/1.4,518.0,AU,Queensland,23/01/2004 0:00,8/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1246,70,14,ISO-8859-1,Apache/2.2.15 (CentOS) DAV/2 mod_ssl/2.2.15 OpenSSL/1.0.1e-fips PHP/5.3.3,8742.0,US,IL,12/12/1990 0:00,8/06/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_151,70,15,UTF-8,294,11397.0,None,None,11/01/2005 0:00,23/01/2014 0:00,44,34,6,6221,54,45,36834,6963,54,10.0,0
B0_2161,70,13,ISO-8859-1,Microsoft-IIS/6.0,118672.0,CA,Quebec,2/06/2004 0:00,21/03/2015 0:00,10,6,7,792,10,10,636,792,10,0.0,0
B0_2169,70,13,ISO-8859-1,Apache,8187.0,CH,Zug,21/11/1997 0:00,19/10/2016 0:00,5,5,3,498,5,8,504,498,5,0.0,0
B0_2308,70,10,ISO-8859-1,Microsoft-IIS/7.5,356.0,US,New York,11/06/2002 0:00,5/06/2014 0:00,49,7,3,3802,49,50,57628,3802,49,0.0,0
B0_264,70,13,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,VT,15/11/1995 0:00,15/09/2015 0:00,8,0,3,1100,12,12,1570,1380,12,4.0,0
B0_367,70,12,utf-8,Microsoft-IIS/7.5,41417.0,US,MO,None,None,7,4,3,752,9,12,892,922,9,2.0,0
B0_654,70,14,utf-8,Microsoft-IIS/7.5,13481.0,US,VA,15/12/1994 0:00,10/12/2016 0:00,48,11,11,3684,54,53,47558,4164,54,6.0,0
B0_893,70,14,UTF-8,nginx,23103.0,US,California,17/08/1995 0:00,16/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_899,70,13,ISO-8859-1,Microsoft-IIS/7.5,11.0,US,WA,13/09/2000 0:00,29/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1067,71,6,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,Oregon,29/01/2003 23:45,7/08/2013 22:19,0,0,0,0,0,0,0,0,0,0.0,0
B0_1345,71,14,UTF-8,GSE,8992.0,CA,ON,27/01/2010 0:00,7/08/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_168,71,13,UTF-8,GSE,11988.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,73,3,5,7802,79,82,105565,8302,79,6.0,0
B0_175,71,12,ISO-8859-1,None,34.0,CA,ON,28/12/1998 0:00,17/12/2016 0:00,49,0,7,3878,53,51,55460,4174,53,4.0,0
B0_207,71,12,UTF-8,Apache,13522.0,US,CA,18/01/1996 5:00,20/01/2017 1:26,30,20,10,3317,36,35,8700,3747,36,6.0,0
B0_669,71,12,utf-8,DMS/1.0.42,318.0,FR,None,15/03/2005 0:00,28/06/2016 0:00,25,3,5,3428,29,23,28007,3736,29,4.0,0
B0_678,71,14,utf-8,nginx,337.0,None,None,None,None,35,14,7,4515,43,28,12970,5105,43,8.0,0
B0_728,71,11,UTF-8,Apache-Coyote/1.1,13596.0,IN,TN,None,None,7,2,4,1131,12,11,1747,1473,12,4.0,0
B0_828,71,11,us-ascii,Microsoft-IIS/7.5,324.0,us,CA,17/11/2006 0:00,31/03/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_875,71,15,us-ascii,Microsoft-HTTPAPI/2.0,324.0,TR,None,21/05/2006 0:00,17/05/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1145,72,14,us-ascii,cloudflare-nginx,324.0,CA,ON,24/11/2001 0:00,8/08/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1164,72,14,utf-8,nginx,31624.0,[u'GB'; u'UK'],UK,2002-03-20T23:59:59.0Z,2017-03-07T22:02:38.0Z,0,0,0,0,0,0,0,0,0,0.0,0
B0_1282,72,12,us-ascii,Microsoft-HTTPAPI/2.0,1853.0,US,NY,31/10/1997 0:00,30/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2084,72,14,utf-8,Microsoft-IIS/7.5,14092.0,US,VA,15/12/1994 0:00,10/12/2016 0:00,12,5,4,960,12,8,498,960,12,0.0,0
B0_244,72,9,ISO-8859-1,Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4 PHP/5.4.26,2819.0,BE,ANTWERP,13/10/2000 0:00,1/11/2012 0:00,39,2,13,3042,45,26,5914,3520,45,6.0,0
B0_335,72,15,ISO-8859-1,None,33528.0,None,None,None,None,18,4,4,2083,22,28,17862,2371,22,4.0,0
B0_343,72,12,iso-8859-1,Apache,363.0,Cyprus,None,4/07/2007 0:00,22/02/2017 0:00,28,2,5,2490,32,29,18969,2802,32,4.0,0
B0_489,72,13,utf-8,Apache,1832.0,None,None,1/05/2009 0:00,2/05/2016 0:00,9,0,3,1165,15,16,1673,1673,15,6.0,0
B0_623,72,12,us-ascii,www.lexisnexis.com  9999,324.0,CH,CH,8/04/2009 0:00,12/02/2016 0:00,80,0,2,6525,84,102,126205,6843,84,4.0,0
B0_930,72,11,ISO-8859-1,nginx,1145.0,US,NJ,8/04/1998 0:00,25/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1074,73,17,ISO-8859-1,Apache/2.4.7 (Ubuntu),13240.0,US,PA,5/08/2008 0:00,6/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1184,73,14,utf-8,None,32103.0,US,NY,29/03/2008 0:00,10/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1229,73,15,iso-8859-1,nginx,484.0,US,Arizona,15/12/2007 0:00,3/04/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1334,73,15,iso-8859-1,Apache/2.0.52 (Red Hat),330.0,US,CA,3/09/1996 4:00,30/09/2009 2:59,0,0,0,0,0,0,0,0,0,0.0,0
B0_213,73,15,utf-8,Apache,44491.0,CA,ON,9/12/2003 0:00,22/10/2016 0:00,208,0,1,14530,210,278,466055,14688,210,2.0,0
B0_2235,73,11,UTF-8,Apache/2.4.18 (Ubuntu),12487.0,US,Illinois,2/08/2000 0:00,26/04/2017 0:00,22,11,12,1524,22,19,1268,1524,22,0.0,0
B0_2248,73,11,UTF-8,GSE,3674.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,3,3,1,366,3,5,306,366,3,0.0,0
B0_279,73,15,ISO-8859-1,squid/3.3.8,3591.0,US,CA,2/06/1994 0:00,6/01/2017 0:00,23,4,3,2425,29,36,33598,2881,29,6.0,0
B0_36,73,12,UTF-8,Apache-Coyote/1.1,17908.0,None,None,9/01/2007 0:00,30/04/2013 0:00,17,12,3,2396,23,25,26621,2856,23,6.0,0
B0_559,73,13,ISO-8859-1,nginx/0.8.38,18901.0,US,MA,29/03/2000 0:00,25/12/2016 0:00,51,6,5,3932,55,48,87340,4252,55,4.0,0
B0_1162,74,12,us-ascii,Microsoft-IIS/7.5,324.0,US,Pennsylvania,20/03/2005 0:00,22/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_147,74,15,UTF-8,Apache-Coyote/1.1,46884.0,None,None,16/09/2004 0:00,28/03/2016 0:00,8,0,1,432,8,2,124,432,8,0.0,0
B0_2251,74,12,us-ascii,Microsoft-HTTPAPI/2.0,324.0,CA,Saskatchewan,3/07/2000 0:00,23/06/2016 0:00,5,4,2,486,5,6,480,486,5,0.0,0
M0_62,75,13,UTF-8,Apache,193.0,US,PA,20/08/2014 0:00,20/10/2016 0:00,8,0,6,801,10,9,677,951,10,2.0,1
B0_1360,75,15,UTF-8,GSE,8417.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2238,75,14,UTF-8,mw2238.codfw.wmnet,4721.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,4,3,2,432,4,6,372,432,4,0.0,0
B0_248,75,13,us-ascii,Microsoft-HTTPAPI/2.0,324.0,None,None,8/09/2004 0:00,28/02/2017 0:00,23,14,7,2472,27,19,6776,2796,27,4.0,0
B0_2157,76,13,ISO-8859-1,Microsoft-IIS/6.0,92183.0,CA,Quebec,2/06/2004 0:00,21/03/2015 0:00,10,4,5,780,10,7,442,780,10,0.0,0
B0_534,76,15,ISO-8859-1,None,12368.0,US,CA,9/01/1998 0:00,4/01/2017 0:00,47,0,5,4544,55,57,53238,5134,55,8.0,0
B0_80,76,12,us-ascii,Microsoft-HTTPAPI/2.0,324.0,None,None,2/10/2007 0:00,20/07/2014 0:00,26,19,4,3635,32,30,23404,4125,32,6.0,0
B0_81,76,13,us-ascii,Microsoft-IIS/7.5,324.0,None,None,14/12/2004 0:00,None,18,5,6,2032,24,19,2033,2464,24,6.0,0
B0_842,76,12,UTF-8,Apache,9672.0,US,Alabama,3/10/1997 0:00,31/12/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_912,76,14,UTF-8,XXXXXXXXXXXXXXXXXXXXXX,17721.0,None,None,2/10/2000 0:00,3/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2013,77,15,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,UT,5/02/1999 0:00,16/06/2014 0:00,5,5,3,498,5,8,508,498,5,0.0,0
B0_2272,77,14,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,CO,16/06/2014 0:00,31/07/2016 0:00,6,3,4,564,6,7,442,564,6,0.0,0
B0_432,77,14,UTF-8,GSE,22409.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,27,0,4,2403,31,30,27476,2741,31,4.0,0
B0_735,77,13,utf-8,nginx/1.8.0,63049.0,US,va,29/04/1994 0:00,30/08/2013 0:00,33,1,5,3244,43,40,24630,4114,43,10.0,0
B0_1203,78,10,utf-8,Apache,23146.0,US,NY,18/01/1994 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_212,78,15,iso-8859-1,Apache,13.0,JP,Tottori,14/04/2017 0:00,18/04/2017 0:00,8,0,3,528,8,2,124,528,8,0.0,0
B0_2146,78,16,UTF-8,GSE,9313.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,13,6,9,1026,13,14,904,1026,13,0.0,0
B0_2203,78,13,UTF-8,None,28508.0,US,NY,10/08/1995 0:00,5/08/2016 0:00,8,6,6,696,8,9,574,696,8,0.0,0
B0_2211,78,15,ISO-8859-1,Varnish,9.0,US,DC,18/10/2005 0:00,14/10/2016 0:00,8,6,6,672,8,9,562,672,8,0.0,0
B0_433,78,10,utf-8,Apache,23144.0,US,NY,18/01/1994 0:00,21/10/2016 0:00,36,3,10,2981,42,41,31493,3449,42,6.0,0
B0_680,78,12,UTF-8,Pizza/pepperoni,13707.0,US,WA,16/11/1994 0:00,28/10/2015 0:00,19,6,4,2781,24,24,18410,3085,24,4.0,0
